Timestep,Score,Won,Steps Alive
3228456,1,0,146
3228888,0,0,54
3231064,1,0,272
3235904,2,0,605
3237416,2,0,189
3238280,1,0,108
3240720,3,0,305
3242360,5,0,205
3244736,3,0,297
3246736,3,0,250
3247896,3,0,145
3250696,3,0,350
3251920,3,0,153
3253168,1,0,156
3254480,3,0,164
3254864,2,0,48
3255296,1,0,54
3259152,1,0,482
3259600,0,0,56
3260456,3,0,107
3260840,1,0,48
3262496,2,0,207
3262888,1,0,49
3263664,2,0,97
3267824,3,0,520
3268216,1,0,49
3269736,3,0,190
3270904,1,0,146
3272944,3,0,255
3275496,3,0,319
3276280,2,0,98
3277496,3,0,152
3279040,2,0,193
3281160,5,0,265
3282752,3,0,199
3286248,2,0,437
3288224,2,0,247
3289832,2,0,201
3294584,1,0,594
3295048,1,0,58
3296704,2,0,207
3297904,1,0,150
3298664,2,0,95
3299800,3,0,142
3300960,2,0,145
3301736,1,0,97
3304816,2,0,385
3305584,2,0,96
3305984,1,0,50
3306360,0,0,47
3306744,1,0,48
3307144,1,0,50
3309656,2,0,314
3310040,1,0,48
3311624,2,0,198
3312008,1,0,48
3315760,1,0,469
3317816,2,0,257
3319416,2,0,200
3320928,4,0,189
3321688,2,0,95
3325792,4,1,513
3326768,3,0,122
3330848,8,0,510
3331232,1,0,48
3331616,0,0,48
3333904,2,0,286
3334328,0,0,53
3340192,5,0,733
3340624,0,0,54
3342032,4,0,176
3343560,2,0,191
3344320,2,0,95
3344784,1,0,58
3345952,1,0,146
3346344,0,0,49
3347488,3,0,143
3352760,3,0,659
3356888,2,0,516
3357304,1,0,52
3358168,2,0,108
3360344,3,0,272
3361584,2,0,155
3362728,3,0,143
3363488,2,0,95
3364256,2,0,96
3365504,2,0,156
3367488,1,0,248
3368632,2,0,143
3371512,3,0,360
3372328,2,0,102
3373072,2,0,93
3373456,1,0,48
3373880,1,0,53
3375904,3,0,253
3377520,2,0,202
3378280,1,0,95
3379912,4,0,204
3380776,1,0,108
3382824,3,0,256
3384904,3,0,260
3386784,5,0,235
3389656,2,0,359
3391168,4,0,189
3391888,2,0,90
3393848,2,0,245
3395888,4,0,255
3399624,3,0,467
3400864,2,0,155
3402952,2,0,261
3403352,1,0,50
3405880,3,0,316
3406256,1,0,47
3407120,2,0,108
3407880,1,0,95
3408704,1,0,103
3409136,0,0,54
3410800,4,0,208
3413200,2,0,300
3414096,2,0,112
3414536,1,0,55
3415296,2,0,95
3418408,2,0,389
3421672,5,0,408
3422512,1,0,105
3424296,2,0,223
3426784,2,0,311
3427976,2,0,149
3430208,3,0,279
3431360,3,0,144
3432496,3,0,142
3432880,0,0,48
3434488,2,0,201
3437696,3,0,401
3439728,4,0,254
3442344,2,0,327
3443520,3,0,147
3445200,3,0,210
3448776,2,0,447
3451448,4,0,334
3453544,6,0,262
3456296,3,0,344
3458296,3,0,250
3458680,2,0,48
3461600,5,0,365
3463176,2,0,197
3463560,1,0,48
3465216,5,0,207
3467112,4,0,237
3470312,4,0,400
3471072,2,0,95
3471832,2,0,95
3473472,1,0,205
3475888,1,0,302
3478328,3,0,305
3479944,5,0,202
3481944,2,0,250
3483152,3,0,151
3484296,3,0,143
3486184,1,0,236
3486608,1,0,53
3489008,8,0,300
3490152,3,0,143
3490584,2,0,54
3491832,3,0,156
3495688,4,0,482
3496864,3,0,147
3498984,0,0,265
3503096,3,0,514
3503472,1,0,47
3505528,5,0,257
3506984,4,0,182
3508800,5,0,227
3510408,3,0,201
3513328,2,0,365
3515216,3,0,236
3516360,2,0,143
3518368,3,0,251
3520368,5,0,250
3522824,4,0,307
3525256,4,0,304
3526488,3,0,154
3528632,3,0,268
3529784,3,0,144
3531032,1,0,156
3532600,2,0,196
3534688,2,0,261
3535512,1,0,103
3536344,2,0,104
3538352,3,0,251
3541432,3,0,385
3541896,1,0,58
3542296,1,0,50
3542720,1,0,53
3543104,1,0,48
3544760,1,0,207
3547224,2,0,308
3547632,1,0,51
3548440,1,0,101
3549200,2,0,95
3549968,2,0,96
3551600,2,0,204
3552360,2,0,95
3552744,1,0,48
3554448,2,0,213
3555208,2,0,95
3555416,1,0,26
3556640,2,0,153
3557464,2,0,103
3561040,4,0,447
3561808,2,0,96
3562968,3,0,145
3563360,1,0,49
3564496,2,0,142
3566216,3,0,215
3566600,0,0,48
3567368,2,0,96
3568592,4,0,153
3571720,4,0,391
3572168,0,0,56
3573560,1,0,174
3574416,2,0,107
3575592,2,0,147
3577688,3,0,262
3579280,3,0,199
3579664,1,0,48
3580048,1,0,48
3582272,1,0,278
3583088,3,0,102
3583472,1,0,48
3586720,4,0,406
3587488,2,0,96
3589784,5,0,287
3591416,1,0,204
3592552,3,0,142
3592936,1,0,48
3593320,1,0,48
3594848,5,0,191
3596040,2,0,149
3596808,2,0,96
3598840,4,0,254
3599600,2,0,95
3602720,4,0,390
3603480,2,0,95
3606224,2,0,343
3606608,1,0,48
3608496,3,0,236
3609640,3,0,143
3610872,3,0,154
3612032,1,0,145
3613648,2,0,202
3615272,2,0,203
3616056,1,0,98
3617688,3,0,204
3618904,2,0,152
3620456,1,0,194
3620872,1,0,52
3621640,2,0,96
3623744,2,0,263
3624576,1,0,104
3626624,2,0,256
3628288,3,0,208
3630256,3,0,246
3631800,3,0,193
3632944,2,0,143
3633328,1,0,48
3634088,2,0,95
3634968,1,0,110
3636104,2,0,142
3638696,2,0,324
3639944,3,0,156
3641960,4,0,252
3643184,4,0,153
3643568,1,0,48
3643952,1,0,48
3646000,4,0,256
3648424,1,0,303
3649560,3,0,142
3650360,1,0,100
3650744,1,0,48
3651136,1,0,49
3653144,4,0,251
3654928,3,0,223
3657432,3,0,313
3659080,3,0,206
3662592,3,0,439
3663872,2,0,160
3665440,4,0,196
3667496,2,0,257
3667880,1,0,48
3669464,2,0,198
3671952,3,0,311
3673944,4,0,249
3675168,2,0,153
3676344,3,0,147
3677592,3,0,156
3678752,3,0,145
3680816,3,0,258
3682384,3,0,196
3682800,0,0,52
3683208,1,0,51
3684744,3,0,192
3687776,4,0,379
3690176,3,0,300
3691120,2,0,118
3692784,4,0,208
3693960,2,0,147
3694736,1,0,97
3695120,1,0,48
3698280,2,0,395
3699480,3,0,150
3700616,3,0,142
3702992,3,0,297
3704168,3,0,147
3705008,1,0,105
3707496,3,0,311
3709128,4,0,204
3711040,5,0,239
3712928,4,0,236
3715088,2,0,270
3716256,2,0,146
3717424,3,0,146
3720400,4,0,372
3721568,2,0,146
3722760,1,0,149
3723144,0,0,48
3725064,2,0,240
3726632,3,0,196
3729640,5,0,376
3730408,2,0,96
3730816,0,0,51
3732456,2,0,205
3734528,3,0,259
3736472,3,0,243
3737296,3,0,103
3737688,1,0,49
3739688,3,0,250
3741624,5,0,242
3745056,2,0,429
3745824,3,0,96
3747464,2,0,205
3750656,4,0,399
3753224,3,0,321
3754864,2,0,205
3757720,3,0,357
3758144,0,0,53
3759008,1,0,108
3760664,5,0,207
3761056,0,0,49
3761904,2,0,106
3763152,2,0,156
3765480,5,0,291
3766232,2,0,94
3767024,2,0,99
3767824,1,0,100
3769472,3,0,206
3771392,2,0,240
3772936,3,0,193
3773768,2,0,104
3774160,0,0,49
3775848,3,0,211
3776616,1,0,96
3777376,2,0,95
3778904,5,0,191
3779288,1,0,48
3779680,1,0,49
3781856,3,0,272
3783752,2,0,237
3785728,3,0,247
3786872,2,0,143
3788752,4,0,235
3789640,2,0,111
3792104,3,0,308
3793264,2,0,145
3794432,3,0,146
3797176,5,0,343
3797592,1,0,52
3798432,2,0,105
3799200,2,0,96
3800864,3,0,208
3802616,4,0,219
3805464,3,0,356
3807472,3,0,251
3808616,2,0,143
3810696,2,0,260
3811456,2,0,95
3816872,3,0,677
3817256,1,0,48
3819960,2,0,338
3821984,6,0,253
3822896,1,0,114
3823296,1,0,50
3826944,4,0,456
3830088,3,0,393
3830464,0,0,47
3831312,3,0,106
3832920,2,0,201
3833304,1,0,48
3833760,1,0,57
3834656,3,0,112
3836704,4,0,256
3839816,3,0,389
3841280,2,0,183
3842040,2,0,95
3843856,1,0,227
3847464,4,0,451
3849504,5,0,255
3852288,6,0,348
3855104,4,0,352
3855544,1,0,55
3857168,4,0,203
3858328,3,0,145
3861240,4,0,364
3863264,5,0,253
3864400,2,0,142
3866400,1,0,250
3866632,1,0,29
3867872,3,0,155
3869480,4,0,201
3869904,1,0,53
3870288,0,0,48
3873712,1,0,428
3875632,3,0,240
3877528,4,0,237
3878408,2,0,110
3879544,3,0,142
3881960,4,0,302
3882720,1,0,95
3883952,3,0,154
3884712,2,0,95
3887488,4,0,347
3888296,1,0,101
3890360,2,0,258
3895536,5,1,647
3895920,2,0,48
3897512,3,0,199
3898776,3,0,158
3900000,3,0,153
3901512,3,0,189
3903184,4,0,209
3904352,2,0,146
3905504,3,0,144
3906368,2,0,108
3910056,5,0,461
3910440,1,0,48
3913192,3,0,344
3915200,5,0,251
3916920,3,0,215
3918904,3,0,248
3920072,2,0,146
3920832,2,0,95
3922576,4,0,218
3924120,3,0,193
3924952,3,0,104
3929192,5,0,530
3929952,2,0,95
3932000,2,0,256
3932440,1,0,55
3933200,1,0,95
3937064,2,0,483
3938208,4,0,143
3939352,3,0,143
3940128,2,0,97
3940512,1,0,48
3942512,5,0,250
3945848,4,0,417
3947120,3,0,159
3950192,1,0,384
3951328,3,0,142
3952848,3,0,190
3953992,2,0,143
3956912,2,0,365
3957360,0,0,56
3958120,2,0,95
3961080,2,0,370
3962976,3,0,237
3963800,2,0,103
3965432,3,0,204
3966568,2,0,142
3966976,1,0,51
3968864,4,0,236
3970528,2,0,208
3970976,1,0,56
3972112,2,0,142
3972544,1,0,54
3974192,3,0,206
3974984,2,0,99
3979584,1,0,575
3983848,4,0,533
3984616,2,0,96
3985032,1,0,52
3986240,3,0,151
3988240,3,0,250
3988624,0,0,48
3989384,2,0,95
3990528,3,0,143
3991664,2,0,142
3992800,2,0,142
3993632,5,0,104
3996040,1,0,301
3998592,4,0,319
3998984,1,0,49
4000120,2,0,142
4003384,3,0,408
4004520,2,0,142
4007736,5,0,402
4008880,3,0,143
4009264,1,0,48
4010528,4,0,158
4012968,4,0,305
4015728,3,0,345
4016920,1,0,149
4020104,4,0,398
4021280,1,0,147
4021712,1,0,54
4023656,3,0,243
4024416,2,0,95
4025928,1,0,189
4028968,5,0,380
4030928,4,0,245
4032064,2,0,142
4034528,2,0,308
4036568,3,0,255
4037432,2,0,108
4037816,1,0,48
4040624,3,0,351
4041800,3,0,147
4042184,1,0,48
4043408,2,0,153
4044256,2,0,106
4046664,5,0,301
4048528,2,0,233
4050904,1,0,297
4052072,1,0,146
4053736,3,0,208
4054880,1,0,143
4055256,2,0,47
4057624,4,0,296
4059152,5,0,191
4059992,1,0,105
4061520,5,0,191
4062280,2,0,95
4063240,3,0,120
4063632,1,0,49
4064784,3,0,144
4065544,2,0,95
4066712,3,0,146
4070088,2,0,422
4072040,3,0,244
4074152,3,0,264
4075328,3,0,147
4077536,4,0,276
4080008,1,0,309
4083000,3,0,374
4083760,1,0,95
4085424,3,0,208
4087456,2,0,254
4089400,5,0,243
4091408,4,0,251
4092544,2,0,142
4092928,1,0,48
4093696,1,0,96
4096336,5,0,330
4099576,4,0,405
4100808,2,0,154
4102792,4,0,248
4103552,2,0,95
4105936,0,0,298
4108104,4,0,271
4109712,1,0,201
4110560,1,0,106
4112160,2,0,200
4112768,1,0,76
4116088,2,0,415
4117224,3,0,142
4120504,0,0,410
4122344,0,0,230
4124600,4,0,282
4125392,2,0,99
4126536,2,0,143
4128560,1,0,253
4132176,6,0,452
4132560,1,0,48
4133400,1,0,105
4135816,5,0,302
4136992,2,0,147
4139888,4,0,362
4141024,2,0,142
4143096,3,0,259
4144232,2,0,142
4148664,2,0,554
4149920,3,0,157
4153672,3,0,469
4154056,1,0,48
4154816,2,0,95
4155200,2,0,48
4158640,3,0,430
4159032,1,0,49
4161168,3,0,267
4161544,1,0,47
4163424,4,0,235
4165520,4,0,262
4167792,2,0,284
4170272,6,0,310
4172408,3,0,267
4176368,4,0,495
4179536,2,0,396
4181824,4,0,286
4183472,4,0,206
4186416,2,0,368
4188416,3,0,250
4194272,3,0,732
4197032,3,0,345
4199944,7,0,364
4201456,6,0,189
4204312,3,0,357
4205448,2,0,142
4206584,3,0,142
4208120,3,0,192
4210016,2,0,237
4210480,1,0,58
4212824,1,0,293
4213976,3,0,144
4215128,3,0,144
4215968,2,0,105
4216360,1,0,49
4217600,4,0,155
4220856,2,0,407
4222896,2,0,255
4223304,1,0,51
4225200,4,0,237
4225776,1,0,72
4227664,2,0,236
4228424,2,0,95
4229184,2,0,95
4232472,2,0,411
4233720,4,0,156
4236168,1,0,306
4237304,2,0,142
4239312,2,0,251
4239736,1,0,53
4241776,5,0,255
4242992,1,0,152
4244720,1,0,216
4246744,3,0,253
4247880,3,0,142
4249576,2,0,212
4250704,2,0,141
4253680,4,0,372
4254832,2,0,144
4255592,2,0,95
4256728,1,0,142
4258304,3,0,197
4260784,2,0,310
4265368,4,0,573
4265776,1,0,51
4267312,3,0,192
4269488,4,0,272
4272320,7,0,354
4275248,2,0,366
4277520,3,0,284
4278656,2,0,142
4280488,2,0,229
4282440,3,0,244
4283576,2,0,142
4286064,4,0,311
4287672,3,0,201
4290104,3,0,304
4291032,2,0,116
4291872,1,0,105
4293144,3,0,159
4294680,3,0,192
4295440,2,0,95
4297640,4,0,275
4298816,3,0,147
4301688,4,0,359
4304856,5,0,396
4306936,2,0,260
4308464,3,0,191
4309336,2,0,109
4312504,5,0,396
4314928,4,0,303
4316848,2,0,240
4318424,4,0,197
4322408,7,0,498
4326384,4,0,497
4327528,2,0,143
4327992,1,0,58
4331840,5,0,481
4334968,2,0,391
4336104,2,0,142
4337728,3,0,203
4338560,1,0,104
4339320,2,0,95
4343344,4,0,503
4345360,4,0,252
4346496,2,0,142
4348576,4,0,260
4350208,4,0,204
4350624,1,0,52
4351528,2,0,113
4352656,3,0,141
4353040,0,0,48
4353800,2,0,95
4356688,2,0,361
4357824,2,0,142
4360448,2,0,328
4363832,3,0,423
4365600,1,0,221
4367256,3,0,207
4370544,2,0,411
4371680,2,0,142
4373296,3,0,202
4374984,2,0,211
4376120,2,0,142
4378432,4,0,289
4379656,2,0,153
4380072,0,0,52
4381208,3,0,142
4382000,2,0,99
4384840,7,0,355
4386488,3,0,206
4388384,4,0,237
4388768,1,0,48
4390024,3,0,157
4390808,2,0,98
4391304,2,0,62
4392448,2,0,143
4396144,4,0,462
4397832,1,0,211
4400704,5,0,359
4401936,3,0,154
4406000,3,0,508
4407696,2,0,212
4408456,1,0,95
4410360,3,0,238
4411536,2,0,147
4412672,3,0,142
4413816,1,0,143
4414960,3,0,143
4417400,3,0,305
4421208,3,0,476
4423656,1,0,306
4425608,3,0,244
4425992,0,0,48
4428056,1,0,258
4429224,3,0,146
4430856,4,0,204
4433696,4,0,355
4434464,2,0,96
4434928,1,0,58
4439624,3,0,587
4440832,3,0,151
4442352,4,0,190
4444768,3,0,302
4447192,6,0,303
4455288,2,0,1012
4456424,3,0,142
4458352,1,0,241
4461240,4,0,361
4462000,2,0,95
4463144,1,0,143
4464824,3,0,210
4466384,5,0,195
4467136,2,0,94
4468800,3,0,208
4470376,5,0,197
4475312,3,0,617
4476936,3,0,203
4481456,1,0,565
4484280,4,0,353
4485896,4,0,202
4487816,4,0,240
4488232,1,0,52
4491304,6,0,384
4494120,5,0,352
4496728,3,0,326
4497112,1,0,48
4498248,2,0,142
4499840,2,0,199
4502712,2,0,359
4506472,4,0,470
4507648,1,0,147
4509856,3,0,276
4512224,2,0,296
4512608,2,0,48
4513856,2,0,156
4515000,3,0,143
4517480,3,0,310
4518688,3,0,151
4519088,1,0,50
4521760,2,0,334
4524680,4,0,365
4527464,3,0,348
4530104,2,0,330
4533752,2,0,456
4536552,4,0,350
4538064,4,0,189
4538768,2,0,88
4541368,4,0,325
4542216,2,0,106
4545072,4,0,357
4546976,4,0,238
4547360,1,0,48
4549312,4,0,244
4551808,2,0,312
4554168,3,0,295
4554592,1,0,53
4557848,0,0,407
4559496,2,0,206
4561384,3,0,236
4562232,2,0,106
4565040,3,0,351
4566944,4,0,238
4571096,2,0,519
4573336,4,0,280
4574608,3,0,159
4577072,5,0,308
4578600,4,0,191
4581064,3,0,308
4583488,2,0,303
4586392,1,0,363
4587152,2,0,95
4588280,1,0,141
4589144,1,0,108
4593496,4,0,544
4593928,2,0,54
4597288,6,0,420
4598416,3,0,141
4599552,3,0,142
4600728,2,0,147
4602664,2,0,242
4604280,3,0,202
4606256,4,0,247
4607400,4,0,143
4609848,5,0,306
4612928,4,0,385
4614488,3,0,195
4615744,3,0,157
4616936,3,0,149
4619800,4,0,358
4621104,4,0,163
4622288,3,0,148
4624936,3,0,331
4627208,1,0,284
4631392,3,0,523
4633984,3,0,324
4635480,4,0,187
4637136,4,0,207
4638280,1,0,143
4639104,2,0,103
4640240,3,0,142
4641608,1,0,171
4641992,0,0,48
4643208,3,0,152
4645296,2,0,261
4648176,2,0,360
4650544,6,0,296
4650928,1,0,48
4652104,3,0,147
4653912,2,0,226
4655560,2,0,206
4657104,5,0,193
4659232,1,0,266
4661640,2,0,301
4662400,2,0,95
4663632,3,0,154
4665280,5,0,206
4668096,4,0,352
4669704,5,0,201
4672704,2,0,375
4675992,6,0,411
4677168,4,0,147
4678304,3,0,142
4679952,3,0,206
4682600,4,0,331
4684112,3,0,189
4689704,2,0,699
4692128,4,0,303
4693072,3,0,118
4693456,2,0,48
4695968,5,0,314
4696352,1,0,48
4697568,3,0,152
4699080,4,0,189
4701088,5,0,251
4703160,3,0,259
4705240,3,0,260
4707944,2,0,338
4709632,5,0,211
4710000,1,0,46
4710760,3,0,95
4715568,6,0,601
4717600,4,0,254
4718600,1,0,125
4718984,0,0,48
4719848,1,0,108
4722232,2,0,298
4722632,1,0,50
4724632,3,0,250
4726680,1,0,256
4730016,4,0,417
4730448,2,0,54
4734064,6,0,452
4736440,2,0,297
4737200,2,0,95
4739672,2,0,309
4740816,2,0,143
4745272,1,0,557
4746408,2,0,142
4748408,3,0,250
4750472,1,0,258
4751752,3,0,160
4752224,1,0,59
4757328,3,0,638
4758088,2,0,95
4758472,1,0,48
4760488,3,0,252
4761632,2,0,143
4762792,2,0,145
4764808,3,0,252
4766488,2,0,210
4766920,1,0,54
4767792,1,0,109
4769040,1,0,156
4771880,2,0,355
4775960,3,0,510
4777864,5,0,238
4779504,3,0,205
4781128,1,0,203
4783544,2,0,302
4787224,3,0,460
4789656,2,0,304
4792152,3,0,312
4794552,3,0,300
4795952,3,0,175
4800288,5,0,542
4801776,2,0,186
4805840,1,0,508
4807872,4,0,254
4809472,2,0,200
4810712,3,0,155
4814384,2,0,459
4816400,1,0,252
4818528,4,0,266
4818912,1,0,48
4819296,1,0,48
4820040,2,0,93
4822088,2,0,256
4823744,4,0,207
4825248,3,0,188
4826576,5,0,166
4830808,1,0,529
4831192,1,0,48
4832328,3,0,142
4834536,4,0,276
4840472,2,0,742
4841696,3,0,153
4844504,3,0,351
4850568,3,0,758
4853448,6,0,360
4854640,3,0,149
4857016,2,0,297
4858240,2,0,153
4860776,1,0,317
4862368,3,0,199
4863520,2,0,144
4865600,3,0,260
4870208,2,0,576
4873920,2,0,464
4876000,2,0,260
4878784,5,0,348
4881432,4,0,331
4883472,3,0,255
4885704,2,0,279
4887328,3,0,203
4888568,3,0,155
4890592,2,0,253
4892976,1,0,298
4897904,6,0,616
4899984,4,0,260
4901504,4,0,190
4902640,2,0,142
4904536,6,0,237
4906312,4,0,222
4908768,5,0,307
4909904,3,0,142
4911984,5,0,260
4913560,2,0,197
4914776,2,0,152
4915600,2,0,103
4917672,3,0,259
4919712,4,0,255
4921256,3,0,193
4923248,3,0,249
4925840,4,0,324
4928400,1,0,320
4929160,2,0,95
4929544,1,0,48
4929928,1,0,48
4931440,4,0,189
4933928,2,0,311
4934752,3,0,103
4939144,4,0,549
4939528,1,0,48
4939920,1,0,49
4940304,2,0,48
4942360,4,0,257
4942792,1,0,54
4946512,2,0,465
4946896,2,0,48
4947976,3,0,135
4948360,1,0,48
4948744,2,0,48
4951960,3,0,402
4952344,2,0,48
4954368,5,0,253
4955504,2,0,142
4957072,4,0,196
4959496,4,0,303
4960624,3,0,141
4963488,3,0,358
4965112,3,0,203
4968704,5,0,449
4972832,4,0,516
4976016,4,0,398
4978008,4,0,249
4979864,3,0,232
4980744,3,0,110
4982336,3,0,199
4983472,2,0,142
4988368,4,0,612
4989648,1,0,160
4990800,3,0,144
4993704,5,0,363
4994840,2,0,142
4996008,2,0,146
4999856,5,0,481
5000696,3,0,105
5001080,0,0,48
5006376,4,0,662
5008776,2,0,300
5010832,4,0,257
5011968,3,0,142
5013192,7,0,153
5016120,5,0,366
5019376,8,0,407
5022232,6,0,357
5025096,4,0,358
5025480,1,0,48
5028512,6,0,379
5032960,2,0,556
5033768,2,0,101
5036160,2,0,299
5039080,2,0,365
5041168,3,0,261
5041936,0,0,96
5045200,2,0,408
5047032,5,0,229
5050680,5,0,456
5053504,4,0,353
5059864,4,0,795
5062816,3,0,369
5066864,3,0,506
5068480,2,0,202
5069232,2,0,94
5071784,3,0,319
5074992,5,0,401
5077832,3,0,355
5079032,3,0,150
5081104,2,0,259
5083168,1,0,258
5083552,1,0,48
5085656,4,0,263
5086040,1,0,48
5088984,1,0,368
5093008,5,0,503
5094656,2,0,206
5095048,1,0,49
5098360,7,0,414
5100296,1,0,242
5102784,8,0,311
5105416,5,0,329
5105800,0,0,48
5109000,2,0,400
5109384,2,0,48
5112624,2,0,405
5115920,2,0,412
5118128,6,0,276
5120664,4,0,317
5122672,1,0,251
5123808,3,0,142
5125144,3,0,167
5126720,1,0,197
5128112,2,0,174
5129504,3,0,174
5130736,3,0,154
5131208,1,0,59
5134824,3,0,452
5135584,2,0,95
5137584,3,0,250
5140792,3,0,401
5145016,4,0,528
5147000,4,0,248
5148232,4,0,154
5148616,1,0,48
5151432,5,0,352
5151816,1,0,48
5154312,5,0,312
5154696,2,0,48
5157536,6,0,355
5160504,3,0,371
5161392,3,0,111
5162528,2,0,142
5164584,2,0,257
5166712,4,0,266
5168272,4,0,195
5170768,2,0,312
5173184,4,0,302
5173568,2,0,48
5174328,2,0,95
5175536,2,0,151
5176752,1,0,152
5179256,3,0,313
5179640,2,0,48
5180024,1,0,48
5183496,4,0,434
5186856,4,0,420
5189728,4,0,359
5190864,2,0,142
5194248,3,0,423
5194632,1,0,48
5196312,1,0,210
5196696,0,0,48
5200592,3,0,487
5203536,4,0,368
5204784,3,0,156
5207264,4,0,310
5208400,3,0,142
5210160,4,0,220
5210928,2,0,96
5211312,1,0,48
5213416,4,0,263
5213800,1,0,48
5217056,4,0,407
5217888,2,0,104
5221064,3,0,397
5223104,5,0,255
5225080,3,0,247
5226888,4,0,226
5227272,1,0,48
5228120,2,0,106
5229360,2,0,155
5229744,1,0,48
5230952,1,0,151
5233040,4,0,261
5234672,3,0,204
5237928,4,0,407
5238752,1,0,103
5239936,2,0,148
5241904,2,0,246
5244392,1,0,311
5246376,3,0,248
5246760,2,0,48
5248320,4,0,195
5250376,5,0,257
5251136,2,0,95
5253968,4,0,354
5255136,3,0,146
5255896,2,0,95
5256656,2,0,95
5257040,1,0,48
5257800,2,0,95
5259272,2,0,184
5259656,1,0,48
5260104,1,0,56
5261240,3,0,142
5264536,4,0,412
5264960,1,0,53
5267048,6,0,261
5269128,2,0,260
5271400,5,0,284
5273760,5,0,295
5275272,3,0,189
5276744,3,0,184
5277888,2,0,143
5279480,2,0,199
5280240,2,0,95
5281904,3,0,208
5282664,2,0,95
5284648,2,0,248
5288024,0,0,422
5289536,3,0,189
5292456,3,0,365
5292840,1,0,48
5296328,4,0,436
5297592,3,0,158
5300000,3,0,301
5301632,4,0,204
5304464,4,0,354
5306904,4,0,305
5307744,2,0,105
5310440,2,0,337
5312424,4,0,248
5314880,4,0,307
5316168,1,0,161
5317784,2,0,202
5320320,4,0,317
5321080,2,0,95
5321856,2,0,97
5323368,4,0,189
5326032,4,0,333
5328408,4,0,297
5329200,2,0,99
5329632,2,0,54
5331184,4,0,194
5331568,1,0,48
5333952,5,0,298
5335088,3,0,142
5338512,3,0,428
5339368,2,0,107
5341896,3,0,316
5342280,1,0,48
5344232,3,0,244
5348040,4,0,476
5348800,2,0,95
5352096,2,0,412
5352480,1,0,48
5354376,5,0,237
5355544,3,0,146
5357544,5,0,250
5359528,5,0,248
5360664,5,0,142
5361928,1,0,158
5364088,4,0,270
5364936,2,0,106
5367904,4,0,371
5370496,3,0,324
5373008,3,0,314
5374344,3,0,167
5374768,1,0,53
5376752,4,0,248
5378800,4,0,256
5381696,4,0,362
5384720,2,0,378
5385888,2,0,146
5386272,2,0,48
5388176,3,0,238
5391136,3,0,370
5392672,4,0,192
5395056,3,0,298
5395864,1,0,101
5396624,2,0,95
5397776,2,0,144
5399440,3,0,208
5404008,2,0,571
5406536,4,0,316
5408376,3,0,230
5410904,4,0,316
5412512,4,0,201
5415400,3,0,361
5416544,2,0,143
5420984,4,0,555
5422152,2,0,146
5423112,3,0,120
5424256,3,0,143
5424640,2,0,48
5427016,4,0,297
5428888,3,0,234
5432168,6,0,410
5434432,4,0,283
5436104,3,0,209
5437248,3,0,143
5438096,2,0,106
5438472,1,0,47
5439232,2,0,95
5441376,4,0,268
5442136,2,0,95
5442896,2,0,95
5446104,3,0,401
5446536,1,0,54
5448184,3,0,206
5449760,1,0,197
5451744,4,0,248
5452880,3,0,142
5453264,2,0,48
5454024,2,0,95
5455168,2,0,143
5457664,5,0,312
5458800,3,0,142
5461800,4,0,375
5463064,1,0,158
5463448,2,0,48
5464976,2,0,191
5465360,2,0,48
5465752,1,0,49
5468120,3,0,296
5469728,2,0,201
5472264,3,0,317
5473416,3,0,144
5474960,4,0,193
5476968,4,0,251
5478480,4,0,189
5480920,3,0,305
5482568,3,0,206
5485120,3,0,319
5486256,2,0,142
5488840,3,0,323
5490824,4,0,248
5494312,4,0,436
5497856,1,0,443
5501264,4,0,426
5501672,1,0,51
5503328,3,0,207
5504088,1,0,95
5505696,2,0,201
5506128,2,0,54
5507648,3,0,190
5508032,0,0,48
5508488,1,0,57
5509624,2,0,142
5512536,2,0,364
5515008,5,0,309
5516136,3,0,141
5519352,5,0,402
5521016,3,0,208
5521392,1,0,47
5522288,3,0,112
5523056,2,0,96
5524200,2,0,143
5525336,3,0,142
5525792,1,0,57
5527776,2,0,248
5528536,1,0,95
5531256,3,0,340
5532504,2,0,156
5534568,5,0,258
5536960,4,0,299
5538600,3,0,205
5539736,5,0,142
5542624,4,0,361
5545504,4,0,360
5548088,5,0,323
5549712,4,0,203
5550552,2,0,105
5552584,6,0,254
5552968,1,0,48
5554920,3,0,244
5556488,0,0,196
5559056,5,0,321
5560688,5,0,204
5562208,4,0,190
5566176,5,0,496
5566936,1,0,95
5568992,2,0,257
5571496,4,0,313
5572296,2,0,100
5573056,2,0,95
5575880,5,0,353
5577480,5,0,200
5577856,0,0,47
5578616,2,0,95
5580240,4,0,203
5583104,4,0,358
5585488,3,0,298
5587536,3,0,256
5587920,1,0,48
5588296,2,0,47
5589432,3,0,142
5591880,2,0,306
5594736,4,0,357
5596688,4,0,244
5597448,2,0,95
5599880,2,0,304
5601400,3,0,190
5601784,2,0,48
5602920,2,0,142
5603856,3,0,117
5604240,2,0,48
5606160,6,0,240
5607808,2,0,206
5610464,3,0,332
5610848,0,0,48
5611616,2,0,96
5613968,4,0,294
5614728,2,0,95
5616368,4,0,205
5617552,3,0,148
5619728,2,0,272
5622160,5,0,304
5623296,2,0,142
5623728,2,0,54
5626208,4,0,310
5627344,3,0,142
5627768,1,0,53
5628600,2,0,104
5629360,2,0,95
5629744,0,0,48
